x,y
128.5516559,35.85484397
128.5729744,35.84950809
128.5910672,35.8443933
128.6090943,35.85491347
128.6002153,35.84227047
128.5988218,35.87740891
128.5436944,35.90418403
128.5702841,35.88894622
128.6070022,35.87331204
128.5601418,35.93012024
128.5779938,35.88762269
128.6358311,35.82088316
128.6491159,35.87372127
128.6266336,35.84594935
128.5534612,35.83714406
129.1609131,35.22993687
129.166962,35.16179131
128.5539563,35.80884198
128.549693,35.83401458
128.5638225,35.8526593
129.1275575,35.18888133
129.1727666,35.16131193
129.1246855,35.2070614
128.5596205,35.85785641
128.5435482,35.83812574
128.5023543,35.8009766
128.5806371,35.86882174
128.5960166,35.87011495
128.6062818,35.86021354
128.584135,35.87770977
128.61797,35.87432135
128.6358123,35.88582996
128.641557,35.8743232
128.6274227,35.88400738
128.6336661,35.8778077
128.5735233,35.87957225
128.5516495,35.85500118
128.5729681,35.8496653
128.591061,35.84455051
128.6090881,35.85507069
128.600209,35.84242768
128.5988155,35.87756581
128.543688,35.90434124
128.5702778,35.88910343
128.6069959,35.87346925
128.5601355,35.93027745
128.5779875,35.8877799
128.635825,35.82104037
128.6491098,35.87387848
128.6266274,35.84610656
128.5534548,35.83730127
129.1609079,35.23009409
129.1669569,35.16194854
128.55395,35.80899919
128.5496867,35.83417179
128.5638162,35.85281651
129.1275523,35.18903856
129.1727615,35.16146916
129.1246802,35.20721863
128.5596141,35.85801362
128.5435418,35.83828295
128.5023479,35.80113381
128.5806308,35.86897895
128.5960103,35.87027216
128.6062756,35.86037075
128.5841288,35.87786698
128.6179638,35.87447856
128.6358061,35.88598717
128.6415508,35.87448041
128.6274165,35.88416459
128.6336599,35.87796491
128.573517,35.87972945
128.5516263,35.85515734
128.572945,35.84982146
128.5910379,35.84470668
128.6090651,35.85522685
128.6001859,35.84258385
128.5987925,35.87772167
128.5436648,35.9044974
128.5702547,35.88925959
128.6069729,35.87362542
128.5601123,35.93043361
128.5779643,35.88793606
128.635802,35.82119654
128.6490868,35.87403465
128.6266044,35.84626273
128.5534317,35.83745743
129.1608861,35.23025035
129.1669351,35.1621048
128.5539268,35.80915535
128.5496635,35.83432795
128.563793,35.85297268
129.1275304,35.18919482
129.1727397,35.16162542
129.1246583,35.20737488
128.559591,35.85816978
128.5435186,35.83843911
128.5023246,35.80128996
128.5806077,35.86913512
128.5959872,35.87042832
128.6062525,35.86052692
128.5841057,35.87802315
128.6179408,35.87463473
128.6357831,35.88614334
128.6415278,35.87463658
128.6273935,35.88432076
128.6336369,35.87812108
128.5734939,35.87988562
